zona_u_r;eval_gob_1;iden_pol_2;confianza_8_a;interes_pol_1_b;democracia_21;democracia_19;constitucion_4_a;constitucion_4_b;estallido_5;sexo;edad;bienestar_21;gse
URBANA;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;6;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;28;4.- No les alcanza, tienen grandes dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;2.- RECHAZO;5.- LAS RECHAZÓ;2. - MUJER;73;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;;2.- NORMALMENTE SE PUEDE CONFIAR EN LA GENTE;5.- NADA INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;9;No;;5.- LAS RECHAZÓ;2. - MUJER;52;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;3;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;66;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;;Si;1.- APRUEBO;5.- LAS RECHAZÓ;2. - MUJER;74;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;1.- Izquierda;2.- NORMALMENTE SE PUEDE CONFIAR EN LA GENTE;4.- NO MUY INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;8;No;;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;82;4.- No les alcanza, tienen grandes dificultades;5. - E
RURAL;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;5.- LAS RECHAZÓ;1. - HOMBRE;83;1.- Les alcanza bien, pueden ahorrar;3. - C3
RURAL;1. - APRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;No;;5.- LAS RECHAZÓ;1. - HOMBRE;69;3.- No les alcanza, tienen algunas dificultades;4. - D
RURAL;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;5;No;;1.- LAS APOYÓ;2. - MUJER;24;4.- No les alcanza, tienen grandes dificultades;3. - C3
RURAL;2. - DESAPRUEBA;8;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;7;Si;1.- APRUEBO;5.- LAS RECHAZÓ;2. - MUJER;31;3.- No les alcanza, tienen algunas dificultades;4. - D
RURAL;2. - DESAPRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;Si;2.- RECHAZO;5.- LAS RECHAZÓ;1. - HOMBRE;66;2.- Les alcanza justo, sin grandes dificultades;2. - C2
RURAL;2. - DESAPRUEBA;3;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;10.- Que haya orden público y seguridad ciudadana;Si;2.- RECHAZO;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;63;4.- No les alcanza, tienen grandes dificultades;4. - D
RURAL;2. - DESAPRUEBA;1.- Izquierda;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;35;2.- Les alcanza justo, sin grandes dificultades;2. - C2
RURAL;2. - DESAPRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;70;3.- No les alcanza, tienen algunas dificultades;3. - C3
RURAL;2. - DESAPRUEBA;1.- Izquierda;3.- NORMALMENTE HAY QUE SER CUIDADOSO;2.- BASTANTE INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;5;Si;1.- APRUEBO;1.- LAS APOYÓ;1. - HOMBRE;91;2.- Les alcanza justo, sin grandes dificultades;4. - D
RURAL;1. - APRUEBA;7;3.- NORMALMENTE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;No;;5.- LAS RECHAZÓ;2. - MUJER;76;2.- Les alcanza justo, sin grandes dificultades;4. - D
RURAL;3. - (no leer) NO APRUEBA NI DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;1.- Que haya libertades públicas y privadas;Si;1.- APRUEBO;5.- LAS RECHAZÓ;2. - MUJER;78;1.- Les alcanza bien, pueden ahorrar;4. - D
URBANA;2. - DESAPRUEBA;10.- Derecha;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;2.- RECHAZO;5.- LAS RECHAZÓ;1. - HOMBRE;71;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;1. - APRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;5;No;;5.- LAS RECHAZÓ;2. - MUJER;67;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;4;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;2.- INICIALMENTE LAS RECHAZÓ, PERO DESPUÉS LAS APOYÓ;1. - HOMBRE;67;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;1.- LAS APOYÓ;1. - HOMBRE;72;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;1. - APRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;10.- Que haya orden público y seguridad ciudadana;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;63;3.- No les alcanza, tienen algunas dificultades;5. - E
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;9;Si;4.- VOTÉ NULO (no leer);5.- LAS RECHAZÓ;2. - MUJER;63;4.- No les alcanza, tienen grandes dificultades;4. - D
URBANA;2. - DESAPRUEBA;;2.- NORMALMENTE SE PUEDE CONFIAR EN LA GENTE;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;4;No;;2.- INICIALMENTE LAS RECHAZÓ, PERO DESPUÉS LAS APOYÓ;2. - MUJER;72;4.- No les alcanza, tienen grandes dificultades;3. - C3
URBANA;1. - APRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;72;4.- No les alcanza, tienen grandes dificultades;4. - D
URBANA;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;;Si;1.- APRUEBO;5.- LAS RECHAZÓ;2. - MUJER;81;2.- Les alcanza justo, sin grandes dificultades;4. - D
RURAL;1. - APRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;No;;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;39;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;7;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;66;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;4;2.- NORMALMENTE SE PUEDE CONFIAR EN LA GENTE;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;6;Si;1.- APRUEBO;1.- LAS APOYÓ;1. - HOMBRE;69;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;4;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;5;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;68;2.- Les alcanza justo, sin grandes dificultades;4. - D
URBANA;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;;No;;2.- INICIALMENTE LAS RECHAZÓ, PERO DESPUÉS LAS APOYÓ;2. - MUJER;85;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;4;3.- NORMALMENTE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;7;Si;1.- APRUEBO;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;79;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;;2.- NORMALMENTE SE PUEDE CONFIAR EN LA GENTE;4.- NO MUY INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;7;Si;1.- APRUEBO;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;72;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;4;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;6;No;;5.- LAS RECHAZÓ;1. - HOMBRE;82;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;10.- Derecha;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;37;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;8;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;No;;1.- LAS APOYÓ;2. - MUJER;30;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;2.- BASTANTE INTERESADO;;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;35;4.- No les alcanza, tienen grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;5.- LAS RECHAZÓ;1. - HOMBRE;78;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;2. - DESAPRUEBA;7;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;No;;5.- LAS RECHAZÓ;1. - HOMBRE;82;4.- No les alcanza, tienen grandes dificultades;4. - D
URBANA;2. - DESAPRUEBA;1.- Izquierda;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;84;4.- No les alcanza, tienen grandes dificultades;5. - E
URBANA;1. - APRUEBA;10.- Derecha;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;54;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;1. - APRUEBA;8;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;10.- Que haya orden público y seguridad ciudadana;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;64;3.- No les alcanza, tienen algunas dificultades;5. - E
URBANA;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;6;Si;1.- APRUEBO;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;36;2.- Les alcanza justo, sin grandes dificultades;4. - D
URBANA;2. - DESAPRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;5.- LAS RECHAZÓ;2. - MUJER;78;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;2. - DESAPRUEBA;3;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;8;Si;1.- APRUEBO;1.- LAS APOYÓ;1. - HOMBRE;73;4.- No les alcanza, tienen grandes dificultades;4. - D
URBANA;2. - DESAPRUEBA;7;1.- CASI SIEMPRE SE PUEDE CONFIAR EN LAS PERSONAS;4.- NO MUY INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;8;;;9 No constesta;1. - HOMBRE;80;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;6;3.- NORMALMENTE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;6;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;68;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;3;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;9;Si;1.- APRUEBO;2.- INICIALMENTE LAS RECHAZÓ, PERO DESPUÉS LAS APOYÓ;1. - HOMBRE;81;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;8;No;;1.- LAS APOYÓ;1. - HOMBRE;88;4.- No les alcanza, tienen grandes dificultades;4. - D
URBANA;2. - DESAPRUEBA;4;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;7;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;88;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;2. - DESAPRUEBA;7;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;29;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;1. - APRUEBA;8;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;No;;5.- LAS RECHAZÓ;1. - HOMBRE;77;1.- Les alcanza bien, pueden ahorrar;3. - C3
URBANA;2. - DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;8;Si;1.- APRUEBO;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;73;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;6;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;9;Si;1.- APRUEBO;5.- LAS RECHAZÓ;1. - HOMBRE;74;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;2. - DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;7;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;83;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;7;Si;1.- APRUEBO;3.- NO LAS APOYÓ NI LAS RECHAZÓ;1. - HOMBRE;85;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;8;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;62;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;9;Si;1.- APRUEBO;5.- LAS RECHAZÓ;2. - MUJER;65;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;2. - DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;1.- Que haya libertades públicas y privadas;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;1. - HOMBRE;80;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;8;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;9;No;;5.- LAS RECHAZÓ;2. - MUJER;84;1.- Les alcanza bien, pueden ahorrar;1. - ABC1
URBANA;2. - DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;3.- NO LAS APOYÓ NI LAS RECHAZÓ;1. - HOMBRE;75;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;;8;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;78;4.- No les alcanza, tienen grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;6;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;8;No;;5.- LAS RECHAZÓ;1. - HOMBRE;68;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;7;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;6;Si;2.- RECHAZO;5.- LAS RECHAZÓ;1. - HOMBRE;87;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;No;;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;74;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;1.- Izquierda;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;No;;1.- LAS APOYÓ;1. - HOMBRE;70;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;1. - APRUEBA;7;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;5;No;;5.- LAS RECHAZÓ;2. - MUJER;54;4.- No les alcanza, tienen grandes dificultades;4. - D
URBANA;2. - DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;31;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;3;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;1. - HOMBRE;68;4.- No les alcanza, tienen grandes dificultades;4. - D
